element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ho,1,461.884,,100,,,,,,,,,,,,,L3475,
Ho,1,462.822,,100c,,,,,,,,,,,,,L3475,
Ho,2,462.910,,290,,,,,,,,,,,,,L3475,
Ho,2,464.977,,200c,,,,,,,,,,,,,L3475,
Ho,2,466.133,,130c,,,,,,,,,,,,,L3475,
Ho,2,467.462,,140c,,,,,,,,,,,,,L3475,
Ho,2,470.117,,70,,,,,,,,,,,,,L3475,
Ho,2,470.169,,80,,,,,,,,,,,,,L3475,
Ho,2,470.984,,130,,,,,,,,,,,,,L3475,
Ho,1,471.139,,65,,,,,,,,,,,,,L3475,
Ho,1,471.752,,130c,,,,,,,,,,,,,L3475,
Ho,2,472.872,,35c,,,,,,,,,,,,,L3475,
Ho,2,473.800,,35,,,,,,,,,,,,,L3475,
Ho,2,474.204,,290,,,,,,,,,,,,,L3475,
Ho,2,474.909,,35c,,,,,,,,,,,,,L3475,
Ho,1,475.140,,35,,,,,,,,,,,,,L3475,
Ho,1,475.701,,100c,,,,,,,,,,,,,L3475,
Ho,2,476.239,,35,,,,,,,,,,,,,L3475,
Ho,2,476.357,,35,,,,,,,,,,,,,L3475,
Ho,2,477.748,,55,,,,,,,,,,,,,L3475,
Ho,1,477.942,,30,,,,,,,,,,,,,L3475,
Ho,1,478.119,,70c,,,,,,,,,,,,,L3475,
Ho,1,478.292,,65,,,,,,,,,,,,,L3475,
Ho,1,478.629,,55c,,,,,,,,,,,,,L3475,
Ho,2,479.148,,35,,,,,,,,,,,,,L3475,
Ho,2,479.592,,35,,,,,,,,,,,,,L3475,
Ho,1,479.887,,45w,,,,,,,,,,,,,L3475,
Ho,2,481.292,,27,,,,,,,,,,,,,L3475,
Ho,2,483.231,,55,,,,,,,,,,,,,L3475,
Ho,1,483.332,,30,,,,,,,,,,,,,L3475,
Ho,2,485.554,,30,,,,,,,,,,,,,L3475,
Ho,1,486.039,,45,,,,,,,,,,,,,L3475,
Ho,2,488.967,,27c,,,,,,,,,,,,,L3475,
Ho,1,489.235,,30,,,,,,,,,,,,,L3475,
Ho,2,489.644,,35,,,,,,,,,,,,,L3475,
Ho,2,490.699,,55,,,,,,,,,,,,,L3475,
Ho,1,492.273,,45,,,,,,,,,,,,,L3475,
Ho,1,493.489,,55c,,,,,,,,,,,,,L3475,
Ho,1,493.901,493.901+,290,2.6e+06,,0.00,20241.31,4f11.6s2,4I*,15/2,4f10.(5I<6>).5d<5/2>.6s2,"(6,5/2)",13/2,,T7227,L3475,
Ho,1,494.680,,27c,,,,,,,,,,,,,L3475,
Ho,2,494.818,,45,,,,,,,,,,,,,L3475,
Ho,2,495.942,,65c,,,,,,,,,,,,,L3475,
