element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
K,11,3.7692,0.0010,3.7693,0.0015,10,8.14e+10,,0,2653000,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3s,4P,3/2,,T6437,L2181,
K,11,3.7766,0.0010,3.7764,0.0004,5,4.31e+10,,23495,2671500,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3s,2P,3/2,,T6437,L2181,
K,11,3.7871,0.0010,3.7872,0.0015,5,3.40e+09,,0,2640500,2s2.2p5,2P*,3/2,2s2.2p4.(3P).3s,4P,5/2,,T6437,L2181,
K,11,3.7891,0.0010,3.7892,0.0004,1,6.68e+09,,23495,2662600,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3s,4P,1/2,,T6437,L2181,
K,11,3.8030,0.0010,3.8030,0.0004,3,5.12e+09,,23495,2653000,2s2.2p5,2P*,1/2,2s2.2p4.(3P).3s,4P,3/2,,T6437,L2181,
K,11,3.8112,0.0010,3.8111,0.0004,2,,,655901,3279800,2s.2p6,2S,1/2,2s.2p5.(3P*).3s,2P*,1/2,,,L2181,
K,11,3.8317,0.0010,3.8316,0.0004,6,,,655901,3265800,2s.2p6,2S,1/2,2s.2p5.(3P*).3s,2P*,3/2,,,L2181,
K,10,4.1151,0.0005,4.1150,0.0005,2,2.08e+11,,0,2430137,2s2.2p6,1S,0,2s2.2p5.(2P*<1/2>).3s,2[1/2]*,1,,T6036,L3851,
K,10,4.1548,0.0005,4.1548,0.0005,2,1.08e+11,,0,2406855,2s2.2p6,1S,0,2s2.2p5.(2P*<3/2>).3s,2[3/2]*,1,,T6036,L3851,
K,17,6.3168,0.0010,6.316,0.010,1,,,4777600,6361000,1s2.3p,2P*,1/2,1s2.4d,2D,3/2,,,L10665,
K,17,6.3509,0.0010,6.318,0.010,1,,,4784900,6367700,1s2.3p,2P*,3/2,1s2.4d,2D,5/2,,,L10665,
K,17,6.4643,0.0010,6.453,0.010,3,1.08e+09,,4814800,6364500,1s2.3d,2D,3/2,1s2.4f,2F*,5/2,,T6094,L10665,
K,17,6.4747,0.0010,6.468,0.010,4,1.16e+12,,4818000,6364000,1s2.3d,2D,5/2,1s2.4f,2F*,7/2,,T6094,L10665,
K,9,8.2036,0.0005,8.2036,0.0005,1,,,0.0,1218980,2p6.3s,2S,1/2,2p6.7p,2P*,"1/2,3/2",,,L3851,
K,9,8.7064,0.0010,8.7064,0.0005,1,,,157152.4,1305730,2p6.3p,2P*,1/2,2p6.9d,2D,3/2,,,L3896,
K,9,8.7345,0.0010,8.7345,0.0005,1,,,160913.5,1305800,2p6.3p,2P*,3/2,2p6.9d,2D,5/2,,,L3896,
K,9,8.7508,0.0005,8.7508,0.0005,2,,,0.0,1142750,2p6.3s,2S,1/2,2p6.6p,2P*,3/2,,,L3851,
