element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
P,2,525.352,525.3479,300,1.0e+08,D,88893.22,107922.93,3s2.3p.4s,1P*,1,3s2.3p.4p,1D,2,,T1619CA,L3986,
P,1,529.3539,529.3537,140,5.8e+06,E,57876.574,76762.279,3s2.3p2.(3P).4s,2P,1/2,3s2.3p2.(3P).5p,2P*,1/2,,"T1619CA,LS",L5148,
P,2,529.613,529.6077,400,5.5e+07,D,87124.60,106001.25,3s2.3p.4s,3P*,2,3s2.3p.4p,3S,1,,"T1619CA,LS",L3986,
P,2,531.607,531.6055,250,2.4e+07,D,86743.96,105549.67,3s2.3p.4s,3P*,1,3s2.3p.4p,3P,2,,"T1619CA,LS",L3986,
P,2,534.475,534.4729,300,3.2e+07,D,86597.55,105302.37,3s2.3p.4s,3P*,0,3s2.3p.4p,3P,1,,"T1619CA,LS",L3986,
P,1,534.5851,534.5854,180,7.3e+06,E,58174.366,76875.250,3s2.3p2.(3P).4s,2P,3/2,3s2.3p2.(3P).5p,2P*,3/2,,"T1619CA,LS",L5148,
P,1,536.4631,,100,,,,,,,,,,,,,L5148,
P,2,537.820,537.8192,250,1.1e+07,D,105302.37,123890.81,3s2.3p.4p,3P,1,3s2.3p.5s,3P*,2,,"T1619CA,LS",L3986,
P,2,538.688,538.6895,300,2.3e+07,D,86743.96,105302.37,3s2.3p.4s,3P*,1,3s2.3p.4p,3P,1,,"T1619CA,LS",L3986,
P,2,540.972,540.9722,200,9.3e+07,D,86743.96,105224.06,3s2.3p.4s,3P*,1,3s2.3p.4p,3P,0,,"T1619CA,LS",L3986,
P,2,542.591,542.5880,400,6.9e+07,D,87124.60,105549.67,3s2.3p.4s,3P*,2,3s2.3p.4p,3P,2,,"T1619CA,LS",L3986,
P,1,542.8094,,100,,,,,,,,,,,,,L5148,
P,2,545.074,545.0709,400,3.3e+07,D,105549.67,123890.81,3s2.3p.4p,3P,2,3s2.3p.5s,3P*,2,,"T1619CA,LS",L3986,
P,1,545.8305,545.8302,140,3.8e+06,E,57876.574,76192.199,3s2.3p2.(3P).4s,2P,1/2,3s2.3p2.(3P).5p,2D*,3/2,,"T1619CA,LS",L5148,
P,2,546.120,,125,,,,,,,,,,,,,L3986,
P,1,547.7672,547.7672,180,5.7e+06,E,58174.366,76425.224,3s2.3p2.(3P).4s,2P,3/2,3s2.3p2.(3P).5p,2D*,5/2,,"T1619CA,LS",L5148,
P,1,547.7860,,140,,,,,,,,,,,,,L5148,
P,1,547.8267,,140,,,,,,,,,,,,,L5148,
P,2,548.355,548.3519,200,1.5e+07,D,105224.06,123455.46,3s2.3p.4p,3P,0,3s2.3p.5s,3P*,1,,"T1619CA,LS",L3986,
P,2,549.973,549.9697,200,3.7e+07,D,87124.60,105302.37,3s2.3p.4s,3P*,2,3s2.3p.4p,3P,1,,"T1619CA,LS",L3986,
P,2,550.719,550.7174,200,1.1e+07,D,105302.37,123455.46,3s2.3p.4p,3P,1,3s2.3p.5s,3P*,1,,"T1619CA,LS",L3986,
P,1,551.4774,,100,,,,,,,,,,,,,L5148,
P,1,551.6997,,100,,,,,,,,,,,,,L5148,
P,2,554.114,554.1139,200,4.5e+07,D,105302.37,123344.19,3s2.3p.4p,3P,1,3s2.3p.5s,3P*,0,,"T1619CA,LS",L3986,
P,2,558.327,558.3235,200,1.9e+07,D,105549.67,123455.46,3s2.3p.4p,3P,2,3s2.3p.5s,3P*,1,,"T1619CA,LS",L3986,
P,2,558.834,558.8301,250,1.5e+07,D,106001.25,123890.81,3s2.3p.4p,3S,1,3s2.3p.5s,3P*,2,,"T1619CA,LS",L3986,
