element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Hg,2,159.6904,0.0004,159.69066,0.00010,25,3.2e+08,,95304.138,157925.207,5d9.6s.6p,"(2D<5/2>,3P<2>)*",5/2,5d9.6p2,"(2D<5/2>,3P<2>)",5/2,,T7226,L11760,
Hg,2,159.9601,0.0003,159.96017,0.00010,500,6.3e+08,,84212.404,146727.968,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",9/2,,T7226,L11760,
Hg,2,160.1541,0.0003,160.15411,0.00010,400,1.0e+09,,84212.404,146652.263,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
Hg,2,160.5311,0.0003,160.53097,0.00010,400,4.0e+08,,84212.404,146505.679,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,,T7226,L11760,
Hg,2,161.1763,0.0003,161.17595,0.00010,60,6.2e+08,,86178.478,148222.473,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",3/2,,T7226,L11760,
Hg,2,161.4083,0.0002,161.40784,0.00010,300,1.3e+09,,86178.478,148133.339,5d9.6s.6p,"(2D<5/2>,3P<1>)*",3/2,5d9.6s.6d,"[(2D<5/2>,1/2)<2>,3/2]",1/2,,T7226,L11760,
Hg,2,161.7703,0.0002,161.77010,0.00010,200,4.0e+08,,84836.143,146652.263,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d9.6p2,"(2D<5/2>,3P<0>)",5/2,,T7226,L11760,
Hg,2,161.9279,0.0002,161.92787,0.00010,200,2.8e+08,,84212.404,145968.295,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",7/2,,T7226,L11760,
Hg,2,162.1549,0.0003,162.15462,0.00010,50,1.8e+07,,84836.143,146505.679,5d9.6s.6p,"(2D<5/2>,3P<1>)*",5/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,5/2]",7/2,,T7226,L11760,
Hg,2,162.2141,0.0003,162.21418,0.00010,200,3.7e+08,,84212.404,145859.294,5d9.6s.6p,"(2D<5/2>,3P<1>)*",7/2,5d9.6s.6d,"[(2D<5/2>,1/2)<3>,3/2]",5/2,,T7226,L11760,
