element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Dy,2,410.330,410.33047+,3900,1.04e+07,,828.314,25192.039,4f10.(5I<8>).6s<1/2>,"(8,1/2)",15/2,4f10.(5I).6p,*,15/2,,T7148,L3475,
Dy,1,410.387,410.3874+,860,6.2e+07,B+,7050.603,31410.95,4f10.6s2,5I,6,,*,5,,T7148,L3475,
Dy,2,411.134,,1500,,,,,,,,,,,,,L3475,
Dy,2,412.463,,490,,,,,,,,,,,,,L3475,
Dy,2,412.824,,390,,,,,,,,,,,,,L3475,
Dy,1,412.912,412.9122+,350,9.8e+07,B+,10925.277,35136.67,4f10.6s2,5I,4,,*,3,,T7148,L3475,
Dy,2,412.942,,990,,,,,,,,,,,,,L3475,
Dy,1,413.035,413.0351+,350,1.76e+06,B+,0.000,24204.19,4f10.6s2,5I,8,4f9.(6H*).5d2.(3F) (8I*).6s,*,8,,T7148,L3475,
Dy,1,413.385,,390,,,,,,,,,,,,,L3475,
Dy,2,414.150,,470,,,,,,,,,,,,,L3475,
Dy,2,414.310,,1200,,,,,,,,,,,,,L3475,
Dy,1,414.606,414.6063+,990,1.95e+08,B+,9211.591,33324.06,4f10.6s2,5I,5,4f10.(5I<5>).6s.6p.(1P*<1>),"(5,1)*",4,,T7148,L3475,
Dy,1,416.797,416.79743+,5700,1.92e+08,B+,4134.222,28119.931,4f10.6s2,5I,7,4f10.(5I<7>).6s.6p.(1P*<1>),"(7,1)*",6,,T7148,L3475,
Dy,1,417.193,,370,,,,,,,,,,,,,L3475,
Dy,1,418.372,418.3717+,930,8.8e+07,B+,4134.222,28029.68,4f10.6s2,5I,7,,*,8,,T7148,L3475,
Dy,1,418.682,418.68213+,12000,1.26e+08,B+,0.000,23877.739,4f10.6s2,5I,8,4f10.(5I<8>).6s.6p.(1P*<1>),"(8,1)*",8,,T7148,L3475,
Dy,1,419.094,419.0938+,320,2.03e+07,B+,7050.603,30904.89,4f10.6s2,5I,6,,*,5,,T7148,L3475,
Dy,1,419.164,419.16398+,2200,7.1e+07,B+,4134.222,27984.513,4f10.6s2,5I,7,4f9.(6H*).5d2.(3F) (8L*).6s,*,7,,T7148,L3475,
Dy,1,419.484,419.48464+,6800,8.8e+07,B+,0.000,23832.060,4f10.6s2,5I,8,4f9.(6H*).5d2.(3F) (8K*).6s,*,8,,T7148,L3475,
Dy,2,419.519,,320,,,,,,,,,,,,,L3475,
Dy,1,419.802,419.8019+,800,1.08e+08,B+,9211.591,33025.64,4f10.6s2,5I,5,4f10.(5I<5>).6s.6p.(1P*<1>),"(5,1)*",5,,T7148,L3475,
Dy,1,420.130,420.1309+,680,1.70e+08,B+,10925.277,34720.68,4f10.6s2,5I,4,,*,4,,T7148,L3475,
