element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Re,5,71.50544,0.00040,71.50531,0.00015,109,2.53e+08,,4853.0,144702.76,5d3,4F,5/2,5d2.6p,144702*,7/2,,T9811,L20109,
Re,5,71.51727,0.00040,71.51730,0.00015,634,5.29e+09,,20922.1,160748.4,5d3,4P,5/2,5d2.(3P).6p,4P*,3/2,,T9811,L20109,
Re,5,71.65202,0.00040,71.65202,0.00011,36,5.12e+08,,34161.81,173725.21,5d3,2F,5/2,5d2.6p,173725*,5/2,,T9811,L20109,
Re,5,71.68667,0.00040,71.68702,0.00013,604,2.30e+09,,34625.26,174120.53,5d3,2F,7/2,5d2.(1G).6p,2F*,7/2,,T9811,L20109,
Re,5,71.80035,0.00040,71.80026,0.00013,8,5.35e+08,,28738.78,168014.04,5d3,2D2,5/2,5d2.6p,168014*,5/2,,T9811,L20109,
Re,5,71.87805,0.00040,71.87817,0.00013,292,4.73e+08,,8972.90,148097.20,5d3,4F,7/2,5d2.6p,148097*,7/2,,T9811,L20109,
Re,5,71.89045,0.00040,71.89075,0.00012,506,1.65e+09,,34625.26,173725.21,5d3,2F,7/2,5d2.6p,173725*,5/2,,T9811,L20109,
Re,5,71.90393,0.00040,71.90390,0.00016,769,2.71e+09,,4853.0,143927.51,5d3,4F,5/2,5d2.6p,143927*,3/2,,T9811,L20109,
Re,5,71.99823,0.00040,71.99862,0.00016,142,5.32e+08,,23201.41,162092.97,5d3,2D2,3/2,5d2.6p,162092*,5/2,,T9811,L20109,
Re,5,72.05799,0.00040,72.05818,0.00013,927,8.58e+09,,8972.90,147749.65,5d3,4F,7/2,5d2.6p,147749*,5/2,,T9811,L20109,
Re,5,72.13833,0.00040,72.13837,0.00016,937,3.07e+09,,4853.0,143475.48,5d3,4F,5/2,5d2.6p,143475*,5/2,,T9811,L20109,
Re,5,72.21418,0.00040,72.21464,0.00016,916,9.62e+09,,19966.8,158442.87,5d3,2H,9/2,5d2.6p,158442*,7/2,,T9811,L20109,
Re,5,72.24462,0.00040,72.24416,0.00026,195,2.05e+09,,32766.4,171185.9,5d3,2P,3/2,5d2.(3P).6p,2P*,1/2,,T9811,L20109,
Re,5,72.29328,0.00040,72.29298,0.00016,848,4.22e+09,,30365.5,168691.51,5d3,2G,9/2,5d2.(1G).6p,2G*,9/2,,T9811,L20109,
Re,5,72.39051,0.00040,72.39066,0.00016,844,8.22e+09,,19012.9,157152.26,5d3,2G,7/2,5d2.(1D).6p,2F*,5/2,,T9811,L20109,
Re,5,72.64110,0.00040,72.64148,0.00021,80,1.58e+08,,19966.8,157629.2,5d3,2H,9/2,5d2.(3F).6p,4G*,11/2,,T9811,L20109,
Re,5,72.70686,0.00040,72.70689,0.00016,249,4.22e+08,,0.0,137538.54,5d3,4F,3/2,5d2.(3F).6p,4F*,5/2,,T9811,L20109,
Re,5,72.71635,0.00040,72.71629,0.00016,70,5.41e+08,,20922.1,158442.87,5d3,4P,5/2,5d2.6p,158442*,7/2,,T9811,L20109,
Re,5,72.73928,0.00040,72.73905,0.00016,26,2.59e+08,,19012.9,156490.63,5d3,2G,7/2,5d2.(1G).6p,2H*,9/2,,T9811,L20109,
Re,5,72.79152,0.00040,72.79118,0.00016,260,2.56e+09,,23201.41,160580.7,5d3,2D2,3/2,5d2.(3P).6p,4P*,1/2,,T9811,L20109,
Re,5,72.93203,0.00040,72.93204,0.00016,29,2.94e+08,,34625.26,171739.2,5d3,2F,7/2,5d2.6p,171739*,7/2,,T9811,L20109,
Re,5,72.95044,0.00040,72.95037,0.00021,22,2.28e+08,,23668.9,160748.4,5d3,2P,1/2,5d2.(3P).6p,4P*,3/2,,T9811,L20109,
Re,5,73.03961,0.00040,73.03972,0.00021,438,4.47e+09,,23668.9,160580.7,5d3,2P,1/2,5d2.(3P).6p,4P*,1/2,,T9811,L20109,
Re,5,73.18060,0.00040,73.18110,0.00021,34,6.60e+08,,12402.7,149050.0,5d3,4P,3/2,5d2.(3F).6p,4D*,1/2,,T9811,L20109,
Re,5,73.24679,0.00040,73.24729,0.00016,875,4.13e+09,,19966.8,156490.63,5d3,2H,9/2,5d2.(1G).6p,2H*,9/2,,T9811,L20109,
Re,5,73.30416,0.00040,73.30410,0.00016,743,5.44e+09,,28738.78,165156.8,5d3,2D2,5/2,5d2.6p,165156*,3/2,,T9811,L20109,
Re,5,73.38657,0.00040,73.38684,0.00016,1134,1.16e+10,,27076.9,163341.12,5d3,2H,11/2,5d2.(3F).6p,2G*,9/2,,T9811,L20109,
Re,5,73.43059,0.00040,73.43042,0.00016,1051,6.59e+09,,11913.86,148097.20,5d3,4F,9/2,5d2.6p,148097*,7/2,,T9811,L20109,
Re,5,73.67000,0.00040,73.66957,0.00016,834,2.79e+09,,12402.7,148143.95,5d3,4P,3/2,5d2.6p,148143*,3/2,,T9811,L20109,
Re,5,73.67591,0.00040,73.67576,0.00013,1040,4.57e+09,,8972.90,144702.76,5d3,4F,7/2,5d2.6p,144702*,7/2,,T9811,L20109,
Re,5,73.69936,0.00040,73.69951,0.00013,41,3.93e+08,,28738.78,164424.89,5d3,2D2,5/2,5d2.6p,164424*,7/2,,T9811,L20109,
Re,5,73.72960,0.00040,73.72951,0.00016,709,1.79e+09,,19966.8,155597.70,5d3,2H,9/2,5d2.6p,155597*,7/2,,T9811,L20109,
Re,5,73.89350,0.00040,73.89375,0.00016,63,7.20e+08,,28738.78,164068.22,5d3,2D2,5/2,5d2.6p,164068*,5/2,,T9811,L20109,
Re,5,73.93842,0.00040,73.93844,0.00016,68,7.62e+08,,32766.4,168014.04,5d3,2P,3/2,5d2.6p,168014*,5/2,,T9811,L20109,
Re,5,74.03686,0.00040,74.03678,0.00022,271,1.12e+09,,20922.1,155990.1,5d3,4P,5/2,5d2.6p,155990*,3/2,,T9811,L20109,
Re,5,74.17335,0.00040,74.17322,0.00014,590,1.19e+09,,19012.9,153832.45,5d3,2G,7/2,5d2.6p,153832*,5/2,,T9811,L20109,
Re,5,74.22545,0.00040,74.22549,0.00022,602,3.42e+09,,14325.4,149050.0,5d3,4P,1/2,5d2.(3F).6p,4D*,1/2,,T9811,L20109,
Re,5,74.25207,0.00040,74.25250,0.00014,28,9.13e+07,,20922.1,155597.70,5d3,4P,5/2,5d2.6p,155597*,7/2,,T9811,L20109,
Re,5,74.31205,0.00040,74.31143,0.00022,5,2.70e+08,,32766.4,167335.2,5d3,2P,3/2,5d2.(3P).6p,2D*,3/2,,T9811,L20109,
Re,5,74.47024,0.00040,74.47029,0.00014,1005,4.78e+09,,19012.9,153294.64,5d3,2G,7/2,5d2.6p,153294*,7/2,,T9811,L20109,
