element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Ge,3,206.214,0.010,,3,,,,,,,,,,,,,L3302,
Ge,1,206.52149,0.00010,206.52147,750r,8.5e+07,C,557.1341,48962.783,4s2.4p2,3P,1,4s2.4p.4d,3D*,1,,T4515,L3476,
Ge,1,206.86562,0.00010,206.86562,2600r,1.2e+08,C,557.1341,48882.263,4s2.4p2,3P,1,4s2.4p.4d,3D*,2,,T4515,L3476,
Ge,1,208.60208,0.00010,208.60206,420,4.0e+07,C,557.1341,48480.048,4s2.4p2,3P,1,4s2.4p.4d,1D*,2,,T4515,L3476,
Ge,1,209.42582,0.00010,209.42582,2000r,9.7e+07,C,1409.9609,49144.397,4s2.4p2,3P,2,4s2.4p.4d,3D*,3,,T4515,L3476,
Ge,3,210.005,0.010,,15,,,,,,,,,,,,,L3302,
Ge,3,210.242,0.010,,15,,,,,,,,,,,,,L3302,
Ge,3,210.445,0.010,,25,,,,,,,,,,,,,L3302,
Ge,1,210.58241,0.00010,210.58238,240,1.7e+07,C,1409.9609,48882.263,4s2.4p2,3P,2,4s2.4p.4d,3D*,2,,T4515,L3476,
Ge,1,212.47438,0.00010,212.47438,95H,,,7125.2989,54174.928,4s2.4p2,1D,2,4s2.4p.6s,"(3/2,1/2)*",1,,,L3476,
Ge,2,216.9650,0.0005,216.9652,1,,,65015.672,111091.55,4s.4p2,2D,3/2,4s2.7p,2P*,3/2,,,L3335,
Ge,2,217.3204,0.0005,217.3202,10,,,65015.672,111016.30,4s.4p2,2D,3/2,4s2.7p,2P*,1/2,,,L3335,
